"session_id","user_id","movie_id","watch_date","device_type","watch_duration_minutes","progress_percentage","action","quality","location_country","is_download","user_rating","duration_category"
"session_017037","user_09401","movie_0933",2024-10-01,"Tablet",44,17.1,"stopped","HD","USA",TRUE,NA,"31-60 minutes"
"session_017038","user_08047","movie_0349",2025-04-14,"Smart TV",5.1,52.7,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_017039","user_04935","movie_0789",2025-10-14,"Smart TV",30.2,59.9,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_017040","user_01355","movie_0064",2025-08-01,"Smart TV",62.3,67.2,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_017041","user_06474","movie_0257",2025-07-08,"Tablet",47.2,43.9,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_017042","user_08405","movie_0711",2025-09-09,"Smart TV",24.1,16.4,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017043","user_03895","movie_0070",2024-06-18,"Smart TV",68.9,35.6,"started","HD","USA",TRUE,NA,"1-2 hours"
"session_017044","user_08033","movie_0339",2025-05-28,"Desktop",126.9,81.6,"paused","SD","USA",TRUE,3,"2-4 hours"
"session_017045","user_02964","movie_0764",2024-11-29,"Laptop",70.6,21.7,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_017046","user_03043","movie_0296",2024-01-16,"Tablet",50.4,89.6,"paused","4K","Canada",FALSE,NA,"31-60 minutes"
"session_017047","user_06974","movie_0526",2025-01-17,"Desktop",13,18.5,"stopped","HD","USA",TRUE,NA,"6-30 minutes"
"session_017048","user_07140","movie_0518",2024-12-30,"Tablet",90.8,1.5,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_017049","user_06931","movie_0187",2025-10-11,"Mobile",214.7,43.9,"paused","4K","USA",TRUE,NA,"2-4 hours"
"session_017050","user_01733","movie_0521",2024-11-15,"Desktop",40.2,29.6,"stopped","4K","Canada",FALSE,NA,"31-60 minutes"
"session_017051","user_07871","movie_0992",2024-09-24,"Mobile",68.1,56.9,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_017052","user_05341","movie_0247",2024-08-24,"Tablet",83.6,42.6,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_017053","user_05112","movie_0712",2025-07-28,"Smart TV",22.4,27.3,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_017054","user_03082","movie_0508",2025-01-08,"Laptop",33.3,74.6,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017055","user_07803","movie_0105",2024-04-27,"Desktop",9.2,82.4,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_017056","user_09463","movie_0470",2025-01-04,"Mobile",113.2,13.9,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_017057","user_07528","movie_0200",2025-07-28,"Smart TV",36.2,28.5,"paused","4K","Canada",FALSE,NA,"31-60 minutes"
"session_017058","user_04869","movie_0364",2024-08-19,"Tablet",85.6,52.9,"paused",NA,"Canada",FALSE,NA,"1-2 hours"
"session_017059","user_01530","movie_0446",2025-03-16,"Mobile",76.4,37.4,"started","HD","Canada",FALSE,5,"1-2 hours"
"session_017060","user_01082","movie_0290",2025-01-03,"Smart TV",88.9,54.2,"completed","HD","USA",TRUE,NA,"1-2 hours"
"session_017061","user_07995","movie_0625",2025-11-26,"Laptop",114.1,16.9,"paused",NA,"Canada",FALSE,1,"1-2 hours"
"session_017062","user_03532","movie_0393",2024-09-10,"Mobile",34.3,18.2,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_017063","user_09344","movie_0970",2024-06-10,"Tablet",166.6,48.2,"stopped","HD","USA",FALSE,NA,"2-4 hours"
"session_017064","user_09915","movie_0790",2025-09-19,"Mobile",43.4,59.8,"paused","4K","Canada",FALSE,NA,"31-60 minutes"
"session_017065","user_00717","movie_0639",2025-04-26,"Tablet",38,96,"started","HD","Canada",TRUE,NA,"31-60 minutes"
"session_017066","user_06230","movie_0589",2025-04-15,"Laptop",68.9,10.8,"paused","SD","USA",TRUE,4,"1-2 hours"
"session_017067","user_00205","movie_0426",2025-06-29,"Smart TV",31.1,74.7,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017068","user_06785","movie_0499",2025-01-24,"Desktop",46.5,88.4,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017069","user_04095","movie_0483",2024-05-14,"Desktop",36.6,25.8,"paused",NA,"USA",TRUE,NA,"31-60 minutes"
"session_017070","user_05483","movie_0712",2024-04-26,"Desktop",30.5,42.9,"completed","4K","Canada",FALSE,5,"31-60 minutes"
"session_017071","user_05741","movie_0973",2025-01-22,"Desktop",139.9,45.7,"stopped","HD","Canada",TRUE,NA,"2-4 hours"
"session_017072","user_09525","movie_0739",2024-10-19,"Laptop",126.5,34.6,"stopped","4K","USA",TRUE,NA,"2-4 hours"
"session_017073","user_07220","movie_0349",2025-10-26,"Mobile",34.7,30.1,"paused","HD","Canada",FALSE,3,"31-60 minutes"
"session_017074","user_06155","movie_0766",2025-07-08,"Tablet",74.1,71.9,"paused","HD","USA",TRUE,4,"1-2 hours"
"session_017075","user_04843","movie_0202",2025-03-09,"Tablet",16.8,19.2,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_017076","user_08104","movie_0926",2025-12-07,"Desktop",46.3,74.4,"stopped","HD","USA",TRUE,NA,"31-60 minutes"
"session_017077","user_09430","movie_0635",2025-09-17,"Mobile",29.3,31.5,"completed","HD","Canada",FALSE,1,"6-30 minutes"
"session_017078","user_02019","movie_0454",2024-10-14,"Desktop",45.4,93.9,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_017079","user_05052","movie_0285",2025-09-28,"Desktop",56.3,73,"paused","4K","USA",FALSE,2,"31-60 minutes"
"session_017080","user_08710","movie_0294",2024-12-08,"Tablet",27.3,43.9,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017081","user_07836","movie_0005",2025-07-18,"Laptop",16.4,15.3,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_017082","user_01439","movie_0263",2025-12-19,"Tablet",19.3,9,"paused","4K","Canada",FALSE,4,"6-30 minutes"
"session_017083","user_04087","movie_0907",2024-07-25,"Mobile",85.3,3.3,"stopped","4K","Canada",FALSE,NA,"1-2 hours"
"session_017084","user_05128","movie_0724",2024-03-06,"Smart TV",102.9,14,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_017085","user_02053","movie_0027",2025-08-11,"Smart TV",56.9,13.8,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017086","user_07530","movie_0575",2025-05-07,"Smart TV",13,91.5,"completed","HD","Canada",FALSE,5,"6-30 minutes"
"session_017087","user_07148","movie_0079",2025-09-26,"Mobile",81.2,6.2,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_017088","user_04369","movie_0349",2025-01-30,"Smart TV",25.9,14.2,"completed","HD","USA",TRUE,NA,"6-30 minutes"
"session_017089","user_04518","movie_0268",2025-06-10,"Desktop",26.6,26.8,"stopped",NA,"USA",FALSE,4,"6-30 minutes"
"session_017090","user_02313","movie_0443",2025-01-04,"Laptop",51.9,86.1,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017091","user_05578","movie_0826",2025-07-30,"Mobile",73.4,29,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_017092","user_08974","movie_0294",2024-04-03,"Desktop",178.9,45.8,"stopped","HD","USA",FALSE,NA,"2-4 hours"
"session_017093","user_01245","movie_0801",2024-09-01,"Tablet",83.2,98.3,"started","HD","Canada",FALSE,NA,"1-2 hours"
"session_017094","user_02417","movie_0931",2024-11-22,"Mobile",34.5,72.5,"paused","4K","Canada",TRUE,NA,"31-60 minutes"
"session_017095","user_06491","movie_0183",2024-03-11,"Smart TV",40,76.1,"started","SD","USA",FALSE,3,"31-60 minutes"
"session_017096","user_06169","movie_0767",2025-08-15,"Tablet",43.4,75.5,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_017097","user_09168","movie_0059",2025-04-27,"Smart TV",38.5,18.1,"started","SD","USA",FALSE,NA,"31-60 minutes"
"session_017098","user_05840","movie_0889",2025-04-14,"Tablet",52.1,4.8,"started","4K","USA",TRUE,NA,"31-60 minutes"
"session_017099","user_08609","movie_0044",2025-05-23,"Laptop",28.4,41.4,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_017100","user_08407","movie_0816",2025-08-26,"Desktop",79.2,61.1,"paused",NA,"USA",FALSE,NA,"1-2 hours"
"session_017101","user_09328","movie_0865",2025-11-02,"Smart TV",71.7,34.6,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_017102","user_07098","movie_0911",2025-03-11,"Tablet",134.2,62.1,"completed","HD","Canada",FALSE,NA,"2-4 hours"
"session_017103","user_05010","movie_0740",2024-09-09,"Desktop",94.7,76.2,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_017104","user_01583","movie_0365",2025-11-26,"Laptop",54.8,29.5,"completed","SD","USA",FALSE,NA,"31-60 minutes"
"session_017105","user_08925","movie_0183",2025-07-25,"Smart TV",37,95,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_017106","user_07877","movie_0863",2024-06-13,"Smart TV",54,86.7,"paused","HD","USA",TRUE,NA,"31-60 minutes"
"session_017107","user_02428","movie_0236",2025-10-27,"Tablet",19.9,59.2,"started","HD","USA",TRUE,NA,"6-30 minutes"
"session_017108","user_05722","movie_0042",2024-09-18,"Laptop",95.7,88,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_017109","user_08424","movie_0409",2024-04-24,"Tablet",130.3,63.2,"stopped",NA,"Canada",FALSE,NA,"2-4 hours"
"session_017110","user_04931","movie_0376",2024-07-22,"Desktop",41.9,93.8,"stopped","HD","USA",TRUE,3,"31-60 minutes"
"session_017111","user_04354","movie_0770",2025-02-20,"Tablet",56.7,25.2,"completed","HD","USA",FALSE,2,"31-60 minutes"
"session_017112","user_07833","movie_0594",2024-08-06,"Tablet",412,59.6,"paused","4K","Canada",FALSE,NA,"4-8 hours"
"session_017113","user_05376","movie_0041",2025-08-28,"Tablet",21.1,52.9,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_017114","user_00403","movie_0940",2024-11-14,"Laptop",18.6,81.9,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017115","user_06568","movie_0306",2025-12-11,"Tablet",57.1,17.4,"paused",NA,"Canada",FALSE,4,"31-60 minutes"
"session_017116","user_04866","movie_0602",2025-10-30,"Tablet",75.4,97.8,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_017117","user_08147","movie_0462",2025-06-17,"Desktop",105.7,70.2,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_017118","user_00065","movie_0839",2024-08-28,"Desktop",30.1,63.2,"stopped","SD","USA",FALSE,NA,"31-60 minutes"
"session_017119","user_02238","movie_0556",2025-06-29,"Mobile",39.3,36,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_017120","user_07771","movie_0090",2024-03-13,"Mobile",17.8,15.7,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_017121","user_09142","movie_0699",2025-02-23,"Mobile",7,37.8,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_017122","user_00173","movie_0569",2024-07-08,"Tablet",63,76.1,"started","4K","Canada",FALSE,NA,"1-2 hours"
"session_017123","user_07936","movie_0040",2025-09-26,"Desktop",12.8,4.8,"stopped","4K","Canada",TRUE,NA,"6-30 minutes"
"session_017124","user_02676","movie_0060",2025-09-22,"Laptop",52.4,76,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_017125","user_09443","movie_0507",2024-10-10,"Mobile",133.4,22.5,"paused","4K","USA",FALSE,NA,"2-4 hours"
"session_017126","user_04006","movie_0143",2024-05-16,"Desktop",3.2,90.8,"stopped","HD","USA",TRUE,NA,"1-5 minutes"
"session_017127","user_06545","movie_0843",2024-07-19,"Smart TV",141.5,50.8,"stopped","HD","USA",FALSE,NA,"2-4 hours"
"session_017128","user_08830","movie_0606",2025-02-20,"Laptop",51.4,39.4,"started","4K","USA",TRUE,NA,"31-60 minutes"
"session_017129","user_00949","movie_0060",2025-03-14,"Mobile",68.7,44,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_017130","user_01695","movie_0117",2025-07-03,"Desktop",84.3,90.9,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_017131","user_04758","movie_0066",2025-05-01,"Laptop",23.1,38.8,"stopped",NA,"USA",FALSE,2,"6-30 minutes"
"session_017132","user_06283","movie_0118",2024-11-20,"Laptop",10.2,0.4,"started","HD","USA",FALSE,2,"6-30 minutes"
"session_017133","user_00143","movie_0935",2025-11-19,"Tablet",124.7,25.6,"stopped","HD","USA",FALSE,NA,"2-4 hours"
"session_017134","user_06002","movie_0730",2025-04-30,"Desktop",85.7,27.7,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_017135","user_06653","movie_0559",2024-09-23,"Laptop",150.3,31.2,"completed","4K","USA",FALSE,3,"2-4 hours"
"session_017136","user_04582","movie_0397",2024-04-10,"Tablet",14.1,89.1,"started","SD","USA",FALSE,NA,"6-30 minutes"
"session_017137","user_05088","movie_0096",2025-03-31,"Smart TV",32.4,98.4,"stopped","SD","USA",FALSE,NA,"31-60 minutes"
"session_017138","user_01461","movie_0365",2024-01-29,"Desktop",33.2,30.1,"started","HD","USA",TRUE,NA,"31-60 minutes"
"session_017139","user_03888","movie_0615",2024-03-15,"Mobile",34.7,48.9,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_017140","user_08485","movie_0789",2025-11-15,"Smart TV",28.6,2.5,"stopped","HD","USA",FALSE,4,"6-30 minutes"
"session_017141","user_09836","movie_0490",2024-08-16,"Tablet",59.6,85.2,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_017142","user_00838","movie_0270",2025-05-08,"Desktop",480,67,"completed","HD","USA",FALSE,3,"Other"
"session_017143","user_09230","movie_0591",2025-01-31,"Desktop",24.1,92.5,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_017144","user_05847","movie_0761",2024-04-19,"Desktop",79.5,17.1,"started","HD","Canada",FALSE,NA,"1-2 hours"
"session_017145","user_08464","movie_0662",2024-02-18,"Smart TV",16.3,68.2,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017146","user_02370","movie_0362",2025-09-16,"Tablet",13.9,90.5,"started","4K","USA",FALSE,1,"6-30 minutes"
"session_017147","user_08998","movie_0969",2024-03-11,"Smart TV",81.8,49.4,"paused","4K","Canada",FALSE,NA,"1-2 hours"
"session_017148","user_03175","movie_0840",2024-11-09,"Desktop",21.5,8.4,"completed",NA,"Canada",FALSE,NA,"6-30 minutes"
"session_017149","user_05986","movie_0074",2024-08-21,"Tablet",12.4,25.9,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017150","user_00883","movie_0912",2025-09-16,"Smart TV",103.9,32.7,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_017151","user_09024","movie_0969",2024-07-23,"Laptop",12.3,7.1,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_017152","user_03172","movie_0094",2024-07-06,"Desktop",56.1,23.7,"started",NA,"Canada",FALSE,NA,"31-60 minutes"
"session_017153","user_02041","movie_0769",2024-04-01,"Desktop",43.5,21.6,"stopped","4K","USA",TRUE,NA,"31-60 minutes"
"session_017154","user_06733","movie_0971",2024-01-22,"Laptop",41.7,16.5,"paused",NA,"USA",FALSE,NA,"31-60 minutes"
"session_017155","user_09787","movie_0418",2024-03-28,"Laptop",89.4,54,"completed","HD","USA",FALSE,4,"1-2 hours"
"session_017156","user_06373","movie_0968",2025-07-15,"Smart TV",157.9,60.2,"completed","4K","Canada",FALSE,NA,"2-4 hours"
"session_017157","user_09819","movie_0902",2025-07-30,"Tablet",11.2,81.9,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_017158","user_05986","movie_0417",2025-01-03,"Tablet",104.5,99.1,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_017159","user_07563","movie_0459",2025-05-05,"Tablet",6.9,98.6,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_017160","user_05901","movie_0906",2024-10-13,"Laptop",29.5,11.2,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_017161","user_07966","movie_0497",2024-04-09,"Laptop",28.9,83.2,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_017162","user_05317","movie_0091",2024-02-01,"Mobile",43.5,57.7,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_017163","user_08466","movie_0637",2024-09-30,"Desktop",24.4,30.1,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_017164","user_00590","movie_0465",2024-03-30,"Mobile",65.2,42.3,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_017165","user_08775","movie_0179",2025-06-19,"Tablet",18.3,80.9,"completed",NA,"USA",TRUE,2,"6-30 minutes"
"session_017166","user_05064","movie_0409",2024-12-03,"Mobile",115.6,29.4,"started","4K","USA",TRUE,4,"1-2 hours"
"session_017167","user_03634","movie_0710",2024-07-02,"Smart TV",15.4,30.1,"stopped","4K","Canada",FALSE,NA,"6-30 minutes"
"session_017168","user_01991","movie_0722",2025-02-26,"Tablet",15.2,76,"completed","4K","USA",FALSE,NA,"6-30 minutes"
"session_017169","user_06516","movie_0632",2025-05-28,"Smart TV",118.3,83.9,"stopped","HD","USA",TRUE,NA,"1-2 hours"
"session_017170","user_01259","movie_0811",2025-04-17,"Mobile",57.9,51.8,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_017171","user_02867","movie_0682",2025-12-17,"Tablet",117.5,64.2,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_017172","user_03739","movie_0515",2025-01-13,"Smart TV",50.4,30.7,"stopped","HD","USA",FALSE,1,"31-60 minutes"
"session_017173","user_00572","movie_0209",2024-07-26,"Desktop",37.2,0.4,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_017174","user_08737","movie_0111",2025-08-10,"Desktop",74.2,44.6,"stopped","4K","USA",TRUE,4,"1-2 hours"
"session_017175","user_04223","movie_0704",2025-04-22,"Mobile",18.5,33.7,"stopped",NA,"Canada",FALSE,NA,"6-30 minutes"
"session_017176","user_00638","movie_0042",2024-10-05,"Mobile",57.3,50.6,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_017177","user_08233","movie_0438",2025-12-30,"Smart TV",138,31.4,"completed","SD","USA",FALSE,3,"2-4 hours"
"session_017178","user_04883","movie_0143",2024-09-20,"Desktop",127.3,12,"started","SD","Canada",FALSE,NA,"2-4 hours"
"session_017179","user_04393","movie_0016",2024-04-01,"Tablet",25.6,52.9,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_017180","user_09813","movie_0948",2025-03-15,"Mobile",103,68.8,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_017181","user_03673","movie_0614",2025-10-10,"Smart TV",38.2,10.6,"started","SD","USA",TRUE,NA,"31-60 minutes"
"session_017182","user_09492","movie_0831",2024-06-23,"Smart TV",68.2,4.7,"paused","HD","Canada",TRUE,4,"1-2 hours"
"session_017183","user_07258","movie_0556",2025-04-27,"Tablet",63.2,70.8,"stopped","4K","USA",TRUE,NA,"1-2 hours"
"session_017184","user_04712","movie_0104",2024-07-17,"Smart TV",74,76.2,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_017185","user_05644","movie_0430",2024-02-27,"Smart TV",63.9,47.5,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_017186","user_00160","movie_0996",2025-11-14,"Smart TV",53.7,60.5,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_017187","user_09924","movie_0916",2024-02-12,"Laptop",36.1,71.4,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_017188","user_05939","movie_0827",2024-09-01,"Mobile",9.2,73.6,"started","4K","USA",FALSE,NA,"6-30 minutes"
"session_017189","user_09925","movie_0118",2025-05-26,"Laptop",42.4,50.9,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_017190","user_00581","movie_0322",2025-09-01,"Tablet",41.5,21,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_017191","user_08412","movie_0515",2025-06-19,"Mobile",7.9,19,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_017192","user_07587","movie_0242",2024-03-24,"Desktop",35.5,24.8,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_017193","user_04475","movie_0158",2024-02-19,"Desktop",59.7,14.5,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_017194","user_09942","movie_0940",2025-11-16,"Laptop",93.8,43.6,"paused","HD","Canada",TRUE,NA,"1-2 hours"
"session_017195","user_07074","movie_0317",2025-10-02,"Desktop",53.3,33.1,"started","SD","USA",FALSE,4,"31-60 minutes"
"session_017196","user_09663","movie_0969",2025-08-14,"Tablet",1.9,33,"stopped","HD","USA",FALSE,NA,"1-5 minutes"
"session_017197","user_05060","movie_0852",2025-07-04,"Smart TV",51.6,7.9,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_017198","user_04329","movie_0716",2024-03-18,"Tablet",45,21.9,"started","HD","USA",FALSE,NA,"31-60 minutes"
"session_017199","user_01395","movie_0397",2025-03-20,"Smart TV",98.6,65.1,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_017200","user_00922","movie_0195",2024-01-17,"Desktop",85.6,38.6,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_017201","user_02774","movie_0667",2025-04-14,"Desktop",44.5,36.3,"completed","4K","Canada",TRUE,NA,"31-60 minutes"
"session_017202","user_04463","movie_0530",2025-10-06,"Tablet",73.3,19,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_017203","user_04577","movie_0878",2025-04-17,"Desktop",61.7,87.7,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_017204","user_03435","movie_0817",2025-01-03,"Tablet",4,4.4,"completed","SD","USA",TRUE,NA,"1-5 minutes"
"session_017205","user_06734","movie_0418",2024-08-31,"Smart TV",61.1,88,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_017206","user_09311","movie_0436",2025-12-10,"Desktop",47.9,84.8,"paused","4K","USA",FALSE,NA,"31-60 minutes"
